"symbol"	"wt_DMSO_1"	"wt_DMSO_2"	"wt_DMSO_3"	"wt_CPT_1"	"wt_CPT_2"	"wt_CPT_3"	"miR34a_del_DMSO_1"	"miR34a_del_DMSO_2"	"miR34a_del_DMSO_3"	"miR34a_del_CPT_1"	"miR34a_del_CPT_2"	"miR34a_del_CPT_3"
"LL0000027278"	"si:dkey-239h2.3"	273.15	282.82	345.31	155.57	285.08	575.84	193	427.07	360	496.24	481.45	321.91
"LL0000027279"	"si:dkey-239i20.2"	55.05	76.42	54.79	119.22	309.73	615.78	27.15	48.75	50.12	535.43	307.58	325.04
"LL0000027280"	"si:dkey-239i20.4"	45.84	49.75	46.22	30.39	62.91	78	26.97	47	42	83.56	74.61	61.06
"LL0000027281"	"si:dkey-239j18.2"	9867.64	9786.7	13232.72	8316.45	10219.05	13315.59	7542.47	8623.27	12820.08	12131.16	10300.89	7357.49
"LL0000027282"	"si:dkey-239j18.3"	4250.81	5225.4	4811.37	4411.07	5719.84	6116.43	2693.82	4517.01	3528.85	4114.83	3176.09	2736.65
"LL0000027283"	"si:dkey-239n17.6"	15.26	5.09	17.84	1	5.66	2	2.9	6.8	16.13	0	0	1.2
"LL0000027284"	"si:dkey-23a13.1"	55	32.27	66.53	22.57	17.73	6.6	27.49	98.2	45.66	36.57	14.36	19.7
"LL0000027285"	"si:dkey-23a13.11"	11.12	8.63	5.36	0	8.31	13.96	5.4	3.18	3.52	8.75	13.73	5.86
"LL0000027286"	"si:dkey-23a13.12"	0	0	0	0	0	0	0	0	0	1	0	0
"LL0000027287"	"si:dkey-23a13.14"	0	0	0	0	0	0	3.11	0	0	0	0	0
"LL0000027288"	"si:dkey-23a13.17"	67.68	59.51	83.82	20.78	25.73	18.84	31.85	138.48	64.12	13.72	16.25	14.99
"LL0000027289"	"si:dkey-23a13.2"	15.98	26.46	34.44	13.96	22.26	24.31	31	22.89	21.62	17.69	20.88	18.49
"LL0000027290"	"si:dkey-23a13.22"	57.66	55.79	63.12	23.66	22.07	25.64	19.07	74.35	58.5	29.16	23.88	20.49
"LL0000027291"	"si:dkey-23a13.9"	42.74	39.39	64.04	17.41	8.02	8.52	41.14	64.48	45.54	11.16	8.96	14.93
"LL0000027292"	"si:dkey-23a23.1"	2.02	0	0	0	0	0	1	5.17	0.61	0	4.66	0
"LL0000027293"	"si:dkey-23a23.2"	102.98	148.68	127.02	94	136.74	288.81	85.91	171	139.01	207.97	184.97	146
"LL0000027294"	"si:dkey-23a23.3"	86.31	44.89	104.36	90.21	139.72	167.29	72.96	109.8	85.18	145.26	109.45	91.82
"LL0000027295"	"si:dkey-23c22.5"	49.43	33	53.89	6	18	48.19	17.79	20	23.74	36.69	28.99	17
"LL0000027296"	"si:dkey-23c22.7"	12.14	11.17	7.15	3.08	6.04	14.66	13	4.63	3.04	6.18	6	3
"LL0000027297"	"si:dkey-23f9.11"	0	0	0	0	0	0	0	0	0	0	0	0
"LL0000027298"	"si:dkey-23f9.12"	1.29	0	1	1	2.07	1.96	0	0	0	2	1.74	5.51
"LL0000027299"	"si:dkey-23f9.13"	0	0	0	0	2.51	0	0	0	0	0	0	0
"LL0000027300"	"si:dkey-23f9.4"	187.56	251.82	298.39	98.7	158.94	224.19	108.17	226.22	188.24	164.78	115.03	103.81
"LL0000027301"	"si:dkey-23f9.6"	0	0	0	0	0	0	0	0	0	0	0	0
"LL0000027302"	"si:dkey-23f9.7"	0	0	0	0	0	0	0	0	0	0	0	0
"LL0000027303"	"si:dkey-23f9.8"	0	0	0	0	2.59	0	0	0	0	2	0	0
"LL0000027304"	"si:dkey-23f9.9"	0	0	0	0	2.83	3.6	0	0	0	0	0	0
"LL0000027305"	"si:dkey-23i12.5"	563	487.51	734.36	230.01	516.25	1014.43	396.63	709.49	665.45	774.45	710.93	521
"LL0000027306"	"si:dkey-23i12.7"	3	4	2	36.72	76.95	160.04	0	0	5	123.01	57.72	73
"LL0000027307"	"si:dkey-23i12.9"	0	0	0	0	0	0	0	0	0	2	2.2	0
"LL0000027308"	"si:dkey-23k10.2"	2	4	2	1	9	7	4.23	4	0	4	9	5
"LL0000027309"	"si:dkey-23k10.3"	7	1	7.33	1	12	5	0	0	2	0	1.36	0
"LL0000027310"	"si:dkey-23k10.5"	8	12	5.67	5	13	16	2	7	6	16	9	8
"LL0000027311"	"si:dkey-23n7.10"	5	4	5	5	1	3	2	4	2	0	1	2
"LL0000027312"	"si:dkey-23o4.6"	2	2	0	0	2	4	3	1	0	2	1	7
"LL0000027313"	"si:dkey-240e12.6"	5.22	8.78	3.25	7.08	4.25	12.88	2	3.93	5.23	6.59	8.02	0
"LL0000027314"	"si:dkey-240h12.3"	98.03	83.78	91.2	32	48.75	45.45	59.47	41.5	52.03	100.32	50	53.06
"LL0000027315"	"si:dkey-240h12.4"	110	130	140.81	88	116.53	93.28	114.53	120.52	101.2	160.48	83	73.94
"LL0000027316"	"si:dkey-240n22.1"	0	0	0	0	0	0	4	8.47	0	4.36	0	2.44
"LL0000027317"	"si:dkey-240n22.3"	7.37	18.11	5.37	4.6	1.12	3.88	15.57	12	3.59	4.32	2.8	4.47
"LL0000027318"	"si:dkey-240n22.6"	48.3	42.78	48.9	15.24	33.72	61.78	23.75	35.1	51.32	53.53	39.59	14.65
"LL0000027319"	"si:dkey-240n22.8"	17.01	11.85	5.89	5.85	15.45	43.84	11.46	20.25	11.14	34.63	26.99	14.64
"LL0000027320"	"si:dkey-241l7.2"	3.55	8.94	4.85	4.34	12.74	16.59	0	6.67	2.63	34.26	12.01	1.88
"LL0000027321"	"si:dkey-241l7.3"	1.55	2.94	2.92	4	0	2.1	0	0	0	0	0	0
"LL0000027322"	"si:dkey-241l7.4"	2.57	2.73	0	5.84	7.1	11.4	1.4	6.31	2.07	1.76	6.49	3.53
"LL0000027323"	"si:dkey-241l7.5"	9.33	3.39	3.22	3.74	2.97	5.65	4.3	8.02	13.3	6.98	4.5	10.58
"LL0000027324"	"si:dkey-241l7.6"	1	3	1	0.09	5.19	2.26	2.21	3	1	0	0	0
"LL0000027325"	"si:dkey-242g16.2"	36	38	40	24	39	63	16	23	29	66.39	19	26
"LL0000027326"	"si:dkey-242h9.3"	12	28.76	28.81	38.17	69	119.74	13.58	18	26.88	74.27	57	42.9
"LL0000027327"	"si:dkey-242h9.5"	0	0	0	0	0	0	0	0	0	0	0	0
"LL0000027328"	"si:dkey-243i1.1"	256.68	229.08	278.36	164	244.02	323.7	287.73	363.66	239.59	314.97	185.62	166.87
"LL0000027329"	"si:dkey-243k1.3"	11.46	18.31	25.35	12.87	25.76	39.7	9.97	8.86	10.91	18.39	21.21	13.83
"LL0000027330"	"si:dkey-244a7.1"	126.29	229.05	212.24	53.23	148.97	339.3	105.01	173.01	179	344.01	222.97	202.39
"LL0000027331"	"si:dkey-245f22.3"	0	0	1	4	2	2	0	0	0	5.99	4	0
"LL0000027332"	"si:dkey-245n4.2"	10	2	6	4	7	5	9	5	7	9	1	20.97
"LL0000027333"	"si:dkey-245p14.4"	184.54	240.85	260.66	107.1	207.92	196.28	136.41	282.23	241.87	167.25	105.96	87.14
"LL0000027334"	"si:dkey-246e1.3"	0	0	0	0	0	0	0	0	0	0	0	0
"LL0000027335"	"si:dkey-246e3.4"	0	0	0	0	0	0	0	0	0	0	0	0
"LL0000027336"	"si:dkey-246g23.2"	15	16	14	5	1	2	19.32	21.01	11	6	3	3
"LL0000027337"	"si:dkey-246g23.4"	10	5	12	2	4	2	1	15	10	6.31	2	3
"LL0000027338"	"si:dkey-246i14.3"	32.97	44	75	2	25	24	42	46.17	42	18	13	48
"LL0000027339"	"si:dkey-246j6.1"	54.97	44.79	80.29	41.72	67.94	64.62	46.02	65.32	38.44	99.32	65.68	15.27
"LL0000027340"	"si:dkey-246j6.3"	30.84	31.73	10.27	0	7.17	3.09	5.64	23.25	29.45	9.52	12.17	17.65
"LL0000027341"	"si:dkey-246j7.1"	8	11	14	9.05	10	18	9	7	8	8	7	0
"LL0000027342"	"si:dkey-247i3.1"	13.75	3.22	8.22	3.61	4.09	5.22	3.34	9.17	7.11	7.95	8.37	3.37
"LL0000027343"	"si:dkey-247i3.5"	63.54	54.64	63.51	27.61	76.89	125.72	35.61	86.57	71.32	152.28	95.72	113.42
"LL0000027344"	"si:dkey-247i3.6"	43.9	33.74	65.55	40.19	109.77	122.44	24.2	56.69	35.15	114.4	87.68	54.34
"LL0000027345"	"si:dkey-247k7.2"	39.01	44.79	53	53	77	85	26	37	39.89	48.09	55.97	31.04
"LL0000027346"	"si:dkey-247m21.3"	0	0	2	0	0	1	0	1	0	1	0	0
"LL0000027347"	"si:dkey-248e17.5"	17.48	43.11	6.83	8.8	41.36	67.56	3.24	31.75	29.75	43.84	19.23	20.01
"LL0000027348"	"si:dkey-248f6.3"	1.41	0	0	0	0	0	0	0	0	1.95	8.07	0
"LL0000027349"	"si:dkey-248g15.3"	458.1	539.03	635.02	345.23	524.18	732	269	551.82	369.23	387.17	276.95	244.99
"LL0000027350"	"si:dkey-248g21.1"	135.63	181.35	130.69	169.7	296.4	256.3	71.32	120.26	139.26	303.63	214.69	178.25
"LL0000027351"	"si:dkey-249d8.1"	11	13	18	5	21.99	38.02	13	12	12.95	30	9	14
"LL0000027352"	"si:dkey-249p7.4"	5	1	2	1	1	7	0	1	2	4	0	0
"LL0000027353"	"si:dkey-24c2.7"	2	4	5	0	0	4	1	3	0	0	0	0
"LL0000027354"	"si:dkey-24c2.9"	0	3.05	4	0	0	3	1	1	1	0	1	1
"LL0000027355"	"si:dkey-24f15.2"	0	0	1	0	0	0	0	0	0	0	0	0
"LL0000027356"	"si:dkey-24h22.5"	0.34	2.61	7.69	0	10.37	5.87	1.23	5.37	2.65	19.54	2.87	9.15
"LL0000027357"	"si:dkey-24i24.3"	10.01	0	1.88	2.89	0	12.41	0	0	3.58	7.47	5.12	0
"LL0000027358"	"si:dkey-24l11.2"	393.2	438.51	454.66	199.96	265.11	333.82	310.35	483	355.34	337.23	229.28	182.03
"LL0000027359"	"si:dkey-24p1.1"	0	0	0	0	0	0	0	0	0	0	0	0
"LL0000027360"	"si:dkey-24p1.6"	5.89	43.56	28.99	6.41	12.64	9.89	23.57	29	29.16	11	11.21	20
"LL0000027361"	"si:dkey-24p1.7"	8.37	13	7	1	5	2	4	10	10	10	4	4
"LL0000027362"	"si:dkey-250d21.1"	2489.55	2755.66	2750.32	2294.98	2892.97	2770.26	2235.5	2595.25	2024.06	3963.35	2240.61	2362.97
"LL0000027363"	"si:dkey-250k10.1"	32.57	4.5	18.88	4.03	6.58	14.89	30.28	9.6	22.87	9.71	13.24	4.2
"LL0000027364"	"si:dkey-250k10.4"	19.18	17.17	17.57	1	5.81	5.83	16.47	20	8	8.11	10.17	7.22
"LL0000027365"	"si:dkey-250k15.10"	0	1.22	0	1.02	2.1	0	0	1.22	0	1.16	4.09	7
"LL0000027366"	"si:dkey-250k15.4"	13	9	23	6	8	22	10.85	7	12	23	8	6
"LL0000027367"	"si:dkey-250k15.7"	9	9	3	13	10	33.51	3	1	2	34	22	16.01
"LL0000027368"	"si:dkey-250k15.9"	0	0	0	0	1.38	0	1	2	0	0	1.32	0
"LL0000027369"	"si:dkey-251i10.1"	208.59	179.98	208.6	164.14	201.79	183.3	148.99	206.82	198.63	235.74	156.89	124.01
"LL0000027370"	"si:dkey-251i10.2"	408.14	388.89	583.42	299.17	336.74	379	333	473.58	365.25	452.05	286.41	244.97
"LL0000027371"	"si:dkey-253d23.11"	68.52	75.1	72.64	56.94	108.08	171.21	41.5	65.27	71.92	162.83	122.05	85.33
"LL0000027372"	"si:dkey-253d23.2"	244.79	210.99	281.16	160.18	282	320.22	161.01	236	283	362.33	323.21	247.09
"LL0000027373"	"si:dkey-253d23.3"	172.17	178.47	244.92	69.2	136.27	214.8	110.23	138.72	150.67	228.47	141.32	125.3
"LL0000027374"	"si:dkey-253d23.4"	313.49	285.12	375.54	146.57	247.51	381.49	259.2	249.59	296.58	422.64	259.51	222.07
"LL0000027375"	"si:dkey-253d23.5"	124.43	125.55	86.87	19.57	130.72	162.04	71.8	120.74	77.12	111.81	111.62	92.65
"LL0000027376"	"si:dkey-253d23.8"	63.18	67.93	67.29	34.88	78.53	154.51	51.32	67.94	62.35	158.04	111.62	71.92
"LL0000027377"	"si:dkey-253d23.9"	81.3	68.11	98.38	67.96	128.93	172.51	46.54	114.48	67.22	178.08	127.19	101.3
"LL0000027378"	"si:dkey-253i9.4"	1080.49	1150.28	1167.71	370.02	513.08	590.46	847.16	1288.66	1040.75	587.18	401.92	288.17
"LL0000027379"	"si:dkey-254e13.6"	7.67	6.77	6.96	0	6.62	2.43	0.9	0	0	4.81	0.87	10.08
"LL0000027380"	"si:dkey-256e7.5"	16.44	46.36	23.64	15.21	12.14	30.89	23.43	26.24	50.81	7.57	7.31	14.86
"LL0000027381"	"si:dkey-256e7.8"	0	0.96	0	0	0	1	0	0	0	0	4	0
"LL0000027382"	"si:dkey-256h2.1"	64	52	60.01	32	59	71.99	48	68	66	84.19	41.01	41
"LL0000027383"	"si:dkey-256i11.2"	149.83	149.88	143.98	65.41	143	195.47	99.77	130.2	135.2	175.23	134.19	93.6
"LL0000027384"	"si:dkey-256i11.3"	1	3.33	0	1	1	0	2.44	0	0	0	0	1.45
"LL0000027385"	"si:dkey-256i11.6"	0	0	0	0	0	1.43	0	0	0	0	0	0
"LL0000027386"	"si:dkey-258f14.2"	7.63	7.98	16.43	4.57	22.98	33.06	15.15	20.51	25.99	14.69	17.71	10.71
"LL0000027387"	"si:dkey-258f14.3"	138.06	70.07	99.82	109.77	105.23	161.83	115.01	200.09	102.92	101.78	132.27	57.7
"LL0000027388"	"si:dkey-258f14.7"	0	0	16.77	0	0	0	0	4.1	28.51	16.42	0	0
"LL0000027389"	"si:dkey-259j3.5"	4	8	13.01	5	12	10	4	5	10	11	1	9
"LL0000027390"	"si:dkey-25e12.3"	11	26	13	7	0	14	11	23	8	7.09	10	3
"LL0000027391"	"si:dkey-25g12.4"	1	1	9	1	0	3	1.05	4	2	0	2	0
"LL0000027392"	"si:dkey-25i10.1"	2.1	3.4	1.84	0	3.95	3.8	0	1.4	3.94	1.25	2.96	0
"LL0000027393"	"si:dkey-25o1.7"	0	4	8	2	5	6	3	1.88	0	2.26	3	1
"LL0000027394"	"si:dkey-25o16.4"	1965.05	1916.46	2229.2	622.68	951.99	1216.47	1405.02	2022.58	1665.5	1100.73	647	563.52
"LL0000027395"	"si:dkey-260c8.6"	2.81	8.51	10.48	2.89	6.77	27.71	9.54	11.47	4.67	3.81	1.89	13.82
"LL0000027396"	"si:dkey-260c8.8"	81	89.95	87	64.02	85	148.99	69	100	87	90.1	69.62	50.03
"LL0000027397"	"si:dkey-260g12.1"	3	3	2	0	1	6.03	3	7	3	6.25	1	5
"LL0000027398"	"si:dkey-260j18.2"	640.69	564.72	537.25	906.58	1337.89	1294.17	576.2	773.16	632.3	1476.23	765.09	930.96
"LL0000027399"	"si:dkey-261e22.4"	30	22	41.99	5	12	9	22.48	42	22	18.97	9	2
"LL0000027400"	"si:dkey-261h17.1"	2336.61	2359.86	2612.2	572.14	865.69	1083.03	1882.81	2546.95	2442.63	1301.05	803.06	786.04
"LL0000027401"	"si:dkey-261i16.5"	10	6	7	9	9	13	12	9	8	11	6	5
"LL0000027402"	"si:dkey-261j11.1"	4.89	6.73	18.15	0	9.75	6.59	0	9.58	7.61	4.75	0	11.8
"LL0000027403"	"si:dkey-261j11.2"	5.44	10.66	20.23	0	0	8.79	6.66	6.56	11.51	19.4	6.29	0
"LL0000027404"	"si:dkey-261j11.3"	2.03	4.57	9.26	1.04	6.03	12.69	0	5.25	6.56	10.56	2.96	10.25
"LL0000027405"	"si:dkey-261j15.2"	267.97	271.72	334.75	252.82	406.56	483.79	176.35	276.96	229.03	474.53	296.58	279.91
"LL0000027406"	"si:dkey-261j4.3"	79.92	85.55	66.02	23.1	42.31	41.26	26.57	73.03	96.65	55.12	39.42	24.15
"LL0000027407"	"si:dkey-261j4.4"	44.16	57.86	57.11	14.83	8.22	23.31	20.94	33.56	37.86	59.94	42.31	23.23
"LL0000027408"	"si:dkey-261j4.5"	20.07	19.89	40.16	6.12	12.24	18.08	15.19	15.95	22.13	18.35	23.11	21.04
"LL0000027409"	"si:dkey-261l7.2"	20	16.42	24.01	3.17	5	9.66	12	22.5	21	16.12	4	9.61
"LL0000027410"	"si:dkey-261m9.12"	44.15	21.05	50.91	21.74	13.74	1.7	9.04	40.35	29.23	3.16	7.29	9.45
"LL0000027411"	"si:dkey-261m9.6"	78.59	59.6	77.93	70	42.33	45.99	21.82	101.07	89.53	16.32	22.86	25.59
"LL0000027412"	"si:dkey-261m9.9"	82.41	139.09	77.94	14.38	11.24	9.15	29.58	148.02	68.47	6.84	12	8.09
"LL0000027413"	"si:dkey-261o4.8"	0	1.08	0.66	0	0	0	1.24	2.06	2.06	13.54	0.69	1.15
"LL0000027414"	"si:dkey-261o4.9"	2.45	1.17	8.4	2	4.3	1.26	1.37	5.05	10.39	1	1.53	2.11
"LL0000027415"	"si:dkey-261p22.1"	20.91	39.54	26.03	2.84	14.84	21.18	30.59	16.93	33.18	26.35	5.98	6.33
"LL0000027416"	"si:dkey-262g12.10"	147.06	196.51	207.64	115.51	161.99	218.67	126.9	200.39	153.47	268.61	155.82	123.87
"LL0000027417"	"si:dkey-262g12.12"	117.26	130.35	140.48	45.97	85.9	137.53	97.7	125.01	125.51	172.17	80.1	91.05
"LL0000027418"	"si:dkey-262g12.14"	173.16	180.38	219.29	68.48	160.12	211.06	163.72	161.48	143.64	229.27	185.38	139.84
"LL0000027419"	"si:dkey-262g12.3"	30.26	47.85	54.97	26.38	34.04	61.05	33.36	57.27	40.24	67.8	32.52	28.95
"LL0000027420"	"si:dkey-262g12.7"	22	10.27	16.01	12.18	20.03	17.66	13.42	25	29	33.79	20	8
"LL0000027421"	"si:dkey-262j3.7"	60.13	78.05	47.57	8.06	16.9	25.79	30.21	76.57	100.28	30.64	41.13	0
"LL0000027422"	"si:dkey-262k9.2"	164.99	188.95	211.38	63.02	59.02	79.63	126.81	116.01	135.13	114.19	56	85.92
"LL0000027423"	"si:dkey-262k9.4"	7	9	12	6	6.01	10	15.16	17	12	5	6	1
"LL0000027425"	"si:dkey-264b2.3"	61.01	43.17	46.58	146.9	312.55	497	8.06	50.47	0	447.24	578.11	231.83
"LL0000027426"	"si:dkey-264d12.1"	130	196.96	181.98	36	82.89	72	107	152	145.46	76.17	44.05	44.11
"LL0000027427"	"si:dkey-264d12.4"	28.11	45	73.83	27.21	53.63	68.25	22.34	50.06	34.23	76.9	41.96	37.39
"LL0000027428"	"si:dkey-264d12.5"	128.44	148.8	133.68	39.16	78.37	184.42	77.66	126.82	132.9	123.13	105.6	79.61
"LL0000027429"	"si:dkey-264f17.2"	19.18	12.41	7.08	8.41	5.24	5.14	10.7	9.64	13.53	16.48	13.08	6.37
"LL0000027430"	"si:dkey-264f17.3"	0	0.9	0	0	0	0	0	0.21	2.56	0	0	0
"LL0000027431"	"si:dkey-264f17.4"	49.14	66.6	37.78	7.06	81.07	191.9	24.54	55.92	58.68	223.61	125.37	99.39
"LL0000027432"	"si:dkey-265e15.2"	35.5	17.61	38.78	9.39	30.25	17.76	24.32	31.59	17.79	42.51	16.87	20.53
"LL0000027433"	"si:dkey-265e15.5"	1.88	15.2	2.89	0	5.29	6.36	4.71	8.57	8.34	9.81	4.27	2.32
"LL0000027434"	"si:dkey-265e7.1"	0	7.43	2.96	0	2.59	5.76	10.62	2.47	3.72	7.69	0.81	1.13
"LL0000027435"	"si:dkey-266f7.10"	0	0	0	0	0	1	0	0	0	0	0	0
"LL0000027436"	"si:dkey-266f7.4"	0	0	0	0	0	0	0	0	0	0	0	0
"LL0000027437"	"si:dkey-266f7.5"	0	0	0	1	0	0	0	0	0	0	0	0
"LL0000027438"	"si:dkey-266f7.9"	0	1	0	0	0	1	0	0	0	0	0	1
"LL0000027439"	"si:dkey-266m15.5"	60	66	57	44	46	78.08	57	55	86	66.66	46.05	40
"LL0000027440"	"si:dkey-266m15.6"	381.97	366	422.49	220	333	317	370.92	488.01	393.11	388	216.48	222.57
"LL0000027441"	"si:dkey-266m15.7"	10.73	10.16	9.79	12	11.85	11.98	15.34	10.59	9.87	21.37	13.77	6.52
"LL0000027442"	"si:dkey-267j14.7"	5	1	0	5	0	0	1	0	0	0	0	1
"LL0000027443"	"si:dkey-267n13.1"	40.27	37.38	37.67	13.34	26.13	25.45	27.64	30.96	22.29	26.47	14.83	8.95
"LL0000027444"	"si:dkey-269i1.4"	14230.07	14815.83	15576.36	15794.4	19889.37	20387.98	9587.26	16258.68	16008.61	16965.36	17083.75	12624.93
"LL0000027445"	"si:dkey-269o24.1"	10.61	0	6.72	1.39	3.68	3.89	7.86	2.24	6.74	0	6.87	1.52
"LL0000027446"	"si:dkey-269o24.6"	83.26	87.62	108.93	57.22	102.89	216.42	62.87	103.73	89.05	208.13	159.02	128.16
"LL0000027447"	"si:dkey-269p2.1"	5.22	3.36	8.07	1	4.97	3.84	2	4.56	2.32	3.98	0	3.11
"LL0000027448"	"si:dkey-26c10.5"	44.53	43.19	45.94	30.85	41.28	58.67	24	19.07	31.12	36.28	41.83	15
"LL0000027449"	"si:dkey-26g8.4"	928.95	880.28	1181.5	1632.59	1847.37	2024.82	509.94	582.41	847.49	1445.08	1310.18	1055.24
"LL0000027450"	"si:dkey-26h11.1"	0	0	0	0	0	0	0	0	0	0	0	0
"LL0000027451"	"si:dkey-26h11.2"	0	0	0	0	0	0	0	0	0	0	0	0
"LL0000027452"	"si:dkey-26i13.3"	0	0	0	0	0	0	0	0	0	2	0	1
"LL0000027453"	"si:dkey-26i13.5"	0	0	0	0	0	3	1	0	0	0	0	0
"LL0000027454"	"si:dkey-26i13.6"	0	0	0	0	2	0	1	0	0	1	0	2
"LL0000027455"	"si:dkey-26i13.7"	0	0	0	0	0	0	0	0	0	0	0	0
"LL0000027456"	"si:dkey-26i13.8"	11	17	16.02	2	10	15	16.99	13	25	9	4	2
"LL0000027457"	"si:dkey-26i24.1"	3.32	0	6.02	8.07	7.63	29.71	11.45	0	0	12.52	13.25	26.87
"LL0000027458"	"si:dkey-26m3.1"	0	0	0	0	0	0.59	0	0	0	0	0	0
"LL0000027459"	"si:dkey-26m3.2"	0	0	0	0	0	0	0	0	0.19	0	0	0
"LL0000027460"	"si:dkey-26m3.3"	33.45	15.95	21.74	9.88	14.2	43.34	18.18	27.3	18.84	32.76	25.3	11.27
"LL0000027461"	"si:dkey-271j15.3"	100.5	102.83	127.18	104.81	119.62	153.22	43.66	61.63	93.84	85.79	111.06	53.44
"LL0000027462"	"si:dkey-273g18.1"	28.09	7.64	1.62	3.12	3.53	33.4	5.82	31.14	22.96	38.7	13.03	29.39
"LL0000027463"	"si:dkey-274m17.3"	32	48.06	33	27	22.68	52.51	37.38	52.01	41	41	36.57	33.73
"LL0000027464"	"si:dkey-275b16.2"	70	63	64.17	68.55	96.1	154.73	65.55	59.19	38.18	124.42	97.37	73.17
"LL0000027465"	"si:dkey-276j7.1"	1778.99	1709.89	1919.98	1048.67	1894.11	2263.38	1369.13	1893.3	1729.95	1942.34	1148.97	1093.97
"LL0000027466"	"si:dkey-276j7.2"	2	6	4	2	3	3	5	4	2	7	4	1
"LL0000027467"	"si:dkey-276j7.3"	0	0	0	0	0	0	0	0	2	1	1	2
"LL0000027468"	"si:dkey-277m11.2"	4	1	1	2.97	0	0	0	1	1	0	0	0
"LL0000027469"	"si:dkey-279j5.1"	24.15	15.76	17.55	6.12	11.81	19.5	19.23	16.68	11.23	25.24	19.33	22.23
"LL0000027470"	"si:dkey-27b3.2"	1085.21	1164.98	1041.13	1105.91	1744.65	2219.26	920.06	1384.88	1161.62	1614.66	1067.28	932.96
"LL0000027471"	"si:dkey-27b3.4"	0	3.08	1.03	0	1.05	0	0	0	5.17	2.13	0	0
"LL0000027472"	"si:dkey-27c15.3"	357.9	355.29	404.58	179.39	210.51	247.85	268.78	408.48	330.24	313	168.14	181.39
"LL0000027473"	"si:dkey-27d5.10"	0	0	0	0	0	0	0	0	0	0	0	0
"LL0000027474"	"si:dkey-27d5.14"	0	0	6	0	0	3	1.42	0	0	1.76	1	1
"LL0000027475"	"si:dkey-27d5.3"	0	0	0	0	0	1.15	0	1	0	1	0	0
"LL0000027476"	"si:dkey-27d5.4"	0	0	1	0	0	0	1	1	1	3	0	0.13
"LL0000027477"	"si:dkey-27d5.5"	0	0	0	0	0	5.13	3	0	0	0.8	0	1.36
"LL0000027478"	"si:dkey-27h10.2"	18.03	19	14.96	1	14	3	15	18	19	10.32	6.02	2
"LL0000027479"	"si:dkey-27i16.2"	25	25	33	14	16	23	14	31.99	32.6	34	24	22
"LL0000027480"	"si:dkey-27j5.10"	0	4.82	1.05	0	1.32	4.11	1	2.27	3.41	3.58	4.19	1.62
"LL0000027481"	"si:dkey-27j5.11"	0	0	0	0	0	0	0	0	0	0.83	0.08	0
"LL0000027482"	"si:dkey-27j5.5"	1	1	2	3	2	2	4	7	3	4	2	2
"LL0000027483"	"si:dkey-27j5.6"	9.58	0	0	0	6.3	6.16	2.05	0	1.08	10.05	2.99	0
"LL0000027484"	"si:dkey-27j5.7"	0	0.99	0	3.92	0.63	7.86	2	4.57	0	2.93	0.53	12.97
"LL0000027485"	"si:dkey-27j5.8"	0	1.97	7.54	3.87	3.88	16.79	0	0	0	16.37	2.01	0
"LL0000027486"	"si:dkey-27j5.9"	0	0	1.49	2	0	0	0	0	4	4.11	0	1.15
"LL0000027487"	"si:dkey-27l15.1"	5	3	4	3	2	0	3	0	1	5	1	3
"LL0000027488"	"si:dkey-27m7.4"	43.01	42	34.8	27	68.84	94.87	17	40.56	16	90.48	56.58	54
"LL0000027489"	"si:dkey-27n14.1"	46.27	50.89	59	49	48	100	48	58	38	69	50.99	37
"LL0000027490"	"si:dkey-27n6.1"	18.56	30	18.45	4.13	14.29	24.52	17.2	16.55	39.76	15.74	12.8	7.28
"LL0000027491"	"si:dkey-27n6.4"	29.72	38.38	64.15	8.72	10.46	15.89	34.93	30.73	31.35	26.41	31.17	7.81
"LL0000027492"	"si:dkey-27n6.5"	1	0	0	0	0	2.13	0	0	0.74	0	0	0
"LL0000027493"	"si:dkey-27n6.9"	29.14	21.74	23.25	12.6	12.05	45.82	23.62	19.97	7.3	34.1	28.33	22.77
"LL0000027494"	"si:dkey-27o4.1"	89.97	113	133.01	42	60	88.78	67.13	130.29	72	91.21	72.95	77.04
"LL0000027495"	"si:dkey-27p18.3"	11	13	8	6	11	11	6	11	10	8	13.92	3.01
"LL0000027496"	"si:dkey-27p18.5"	103.93	130	129.19	45.3	82	74	106.79	111	116	58.45	58	55
"LL0000027497"	"si:dkey-27p18.7"	0	0	0	0	0	0	0	0	0	0	0	0
"LL0000027498"	"si:dkey-27p23.3"	31.99	38.03	45	20.91	29.9	45	19	36	31	46.71	48.21	17
"LL0000027499"	"si:dkey-280e21.3"	447.85	421.11	401.72	154	221.99	239	310.46	396.28	365	272.24	166.26	155.06
"LL0000027500"	"si:dkey-280e8.1"	2.07	0	8.04	0	4.93	14.61	2.39	2.49	2.46	5.58	11.49	0
"LL0000027501"	"si:dkey-282h22.5"	1	2	1	1	6	5	0	0	1	8	2	5
"LL0000027502"	"si:dkey-283b1.6"	1	0	5	1	0	2	0	1	1	0	5	3
"LL0000027503"	"si:dkey-283b1.7"	1.01	4.05	2.7	4	1	1	0.99	0	6.46	0	3	2
"LL0000027504"	"si:dkey-283b15.2"	6.08	5	10	15.32	24.09	35.97	2	6	8	20.73	26.88	15.79
"LL0000027505"	"si:dkey-283j8.1"	2	1	1	2	0	0	2	3	1	3.28	0	1
